poligraphId,Slug affaire,Titre,poligraphId politique,Slug politique,Politique,Parti actuel (abrégé),Parti actuel,Position politique,Parti au moment (abrégé),Parti au moment,Statut,Statut (code),Catégorie,Catégorie (code),Gravité,Gravité (code),Implication,Implication (code),Liée au mandat,Date des faits,Date de début,Date du verdict,Amende (EUR),Prison (mois),Prison avec sursis,Inéligibilité (mois),TIG (heures),Appel,Peine (texte libre),Autres peines,Juridiction,ECLI,Description,Nombre de sources,Première source (URL),Première source (titre),Page Poligraph,Créée le,Mise à jour le
AF-000288,rima-hassan-relaxe-injure-publique-anne-pernelle-richardot,Relaxe pour injure publique envers Anne-Pernelle Richardot,PG-001014,rima-hassan,Rima Hassan,LFI,La France insoumise,Gauche,LFI,La France insoumise,Relaxe,RELAXE,Diffamation,DIFFAMATION,Significatif,SIGNIFICATIF,Mis en cause,DIRECT,non,2024-11-01,,2026-03-04,,,,,,non,,,,,"En novembre 2024, Rima Hassan a qualifie la conseillere municipale PS de Strasbourg Anne-Pernelle Richardot d'""islamophobe assumee"" sur le reseau social X, apres que cette derniere a soutenu l'interdiction d'une conference sur la Palestine a l'Universite de Strasbourg. Poursuivie pour injure publique, Rima Hassan a ete relaxee le 4 mars 2026 par le tribunal correctionnel de Strasbourg, qui a juge que les propos s'inscrivaient dans un debat public entre deux elues sans depasser les limites de la liberte d'expression.",1,https://france3-regions.franceinfo.fr/grand-est/bas-rhin/strasbourg-0/accusee-d-injure-publique-par-une-elue-socialiste-l-eurodeputee-lfi-rima-hassan-relaxee-par-le-tribunal-3309102.html,"Accusee d'injure publique, l'eurodepute LFI Rima Hassan relaxee par le tribunal",https://poligraph.fr/affaires/rima-hassan-relaxe-injure-publique-anne-pernelle-richardot,2026-03-12T10:20:29.653Z,2026-03-12T20:20:02.844Z
AF-000287,eric-zemmour-condamnation-diffamation-patrick-klugman,Condamnation definitive pour diffamation envers Patrick Klugman,PG-000588,eric-zemmour,Éric Zemmour,REC,Reconquête,Extrême droite,REC,Reconquête,Condamnation définitive,CONDAMNATION_DEFINITIVE,Diffamation,DIFFAMATION,Significatif,SIGNIFICATIF,Mis en cause,DIRECT,non,,,2025-01-15,,,,,,non,,,,,"La Cour de cassation a rejete en janvier 2025 le pourvoi d'Eric Zemmour contre sa condamnation pour diffamation envers l'avocat Patrick Klugman, rendant la condamnation definitive. L'affaire portait sur des propos tenus par Zemmour a l'encontre de l'avocat.",1,https://www.leclubdesjuristes.com/en-bref/la-cour-de-cassation-confirme-deux-condamnations-deric-zemmour-pour-complicite-dinjure-publique-provocation-a-la-haine-et-pour-diffamation-13229/,La Cour de cassation confirme deux condamnations d'Eric Zemmour pour diffamation,https://poligraph.fr/affaires/eric-zemmour-condamnation-diffamation-patrick-klugman,2026-03-12T10:20:29.469Z,2026-03-12T20:05:37.067Z
AF-000286,jordan-bardella-plainte-detournement-fonds-publics-media-training,Plainte pour detournement de fonds publics lies a des prestations de media training,PG-001072,jordan-bardella,Jordan Bardella,RN,Rassemblement National,Extrême droite,RN,Rassemblement National,Enquête préliminaire,ENQUETE_PRELIMINAIRE,Détournement de fonds publics,DETOURNEMENT_FONDS_PUBLICS,Significatif,SIGNIFICATIF,Mis en cause,DIRECT,oui,2023-01-01,2024-06-01,,,,,,,non,,,,,"En 2024, une plainte a ete deposee contre Jordan Bardella pour detournement de fonds publics. L'affaire porte sur l'utilisation de fonds parlementaires europeens pour financer des prestations de media training et de communication personnelle, en dehors du cadre de son mandat de depute europeen. L'enquete preliminaire est en cours pour determiner si ces depenses etaient liees a l'activite parlementaire ou a la promotion personnelle du president du Rassemblement national.",1,https://www.franceinfo.fr/politique/front-national/une-plainte-deposee-pour-detournement-de-fonds-publics-autour-d-une-formation-de-media-training-au-rn-financee-par-le-parlement-europeen_7659658.html,Une plainte deposee pour detournement de fonds publics autour d une formation de media training au RN financee par le Parlement europeen,https://poligraph.fr/affaires/jordan-bardella-plainte-detournement-fonds-publics-media-training,2026-03-12T09:20:01.251Z,2026-03-12T20:05:01.265Z
AF-000285,emmanuel-macron-affaire-mckinsey-information-judiciaire-comptes-de-campagne,Information judiciaire sur les comptes de campagne 2017 et le recours aux cabinets de conseil,PG-001085,emmanuel-macron,Emmanuel Macron,RE,Renaissance,Centre,RE,Renaissance,Instruction en cours,INSTRUCTION,Financement illégal de campagne,FINANCEMENT_ILLEGAL_CAMPAGNE,Critique,CRITIQUE,Mis en cause,DIRECT,oui,2017-04-01,2022-11-24,,,,,,,non,,,,,"En janvier 2025, le Parquet national financier (PNF) a ouvert une information judiciaire visant des soupcons de financement illegal de la campagne presidentielle de 2017 d'Emmanuel Macron, en lien avec le recours aux cabinets de conseil McKinsey et Accenture. Les investigations portent sur des prestations de conseil qui auraient ete sous-facturees ou non declarees dans les comptes de campagne. L'enquete preliminaire avait ete ouverte en 2022 a la suite du rapport senatorial sur l'influence des cabinets de conseil. Les juges d'instruction examinent les flux financiers entre les cabinets, la campagne, et des intermediaires. Emmanuel Macron beneficie de l'immunite presidentielle pendant la duree de son mandat.",3,https://www.lemonde.fr/politique/article/2025/01/21/campagne-de-macron-en-2017-le-parquet-national-financier-ouvre-une-information-judiciaire_6510421_823448.html,Campagne de Macron en 2017 : le parquet national financier ouvre une information judiciaire,https://poligraph.fr/affaires/emmanuel-macron-affaire-mckinsey-information-judiciaire-comptes-de-campagne,2026-03-12T09:18:19.769Z,2026-03-12T19:47:35.179Z
AF-000284,franck-allisio-centenaires-decedes-sur-les-listes-electorales-a-marseille,Affaire des centenaires décédés sur les listes électorales à Marseille,PG-000246,franck-allisio,Franck Allisio,RN,Rassemblement National,Extrême droite,,,Enquête préliminaire,ENQUETE_PRELIMINAIRE,Autre,AUTRE,Significatif,SIGNIFICATIF,Plaignant,PLAINTIFF,non,,,,,,,,,non,,,,,"Franck Allisio, candidat RN aux municipales 2026 à Marseille, a effectué un signalement au titre de l'article 40 au procureur de la République concernant la présence de 785 électeurs âgés de 100 ans ou plus sur les listes électorales marseillaises. Il dénonce des anomalies démographiques et des risques de fraude électorale, notamment la présence d'une femme née en 1905 sur les listes électorales.",1,https://www.ladepeche.fr/2026/03/11/municipales-2026-a-marseille-des-centenaires-decedes-sur-les-listes-electorales-pourquoi-des-soupcons-de-fraude-pesent-sur-la-cite-phoceenne-13266666.php,Municipales 2026 à Marseille : des centenaires décédés sur les listes électorales ? Pourquoi des soupçons de fraude pèsent sur la Cité Phocéenne,https://poligraph.fr/affaires/franck-allisio-centenaires-decedes-sur-les-listes-electorales-a-marseille,2026-03-12T05:05:45.839Z,2026-03-12T19:34:06.809Z
AF-000283,jacques-kossowski-detournement-de-suffrage-a-courbevoie,Affaire du détournement de suffrage à Courbevoie,PG-001830,jacques-kossowski,Jacques Kossowski,LR,Les Républicains,Droite,,,Enquête préliminaire,ENQUETE_PRELIMINAIRE,Favoritisme,FAVORITISME,Critique,CRITIQUE,Mentionné,MENTIONED_ONLY,oui,2026-03-07,,,,,,,,non,,,,,"Le maire LR de Courbevoie, Jacques Kossowski, candidat à sa réélection, est accusé par la candidate d'opposition d'avoir mis en place un système de contrainte au vote dans une maison de retraite. Selon le témoignage d'une résidente enregistré par Mediapart, les habitants auraient été forcés à voter pour le maire sous peine d'expulsion. Une enquête préliminaire a été ouverte.",1,https://www.mediapart.fr/journal/france/110326/courbevoie-l-equipe-du-maire-sortant-accusee-d-arracher-le-vote-de-residents-d-une-maison-de-retraite,"À Courbevoie, l’équipe du maire sortant accusée d’arracher le vote de résidents d’une maison de retraite",https://poligraph.fr/affaires/jacques-kossowski-detournement-de-suffrage-a-courbevoie,2026-03-11T19:09:29.199Z,2026-03-12T19:30:58.508Z
AF-000282,soupcons-emploi-fictif-ministere-economie-2014-2021,Soupcons d'emploi fictif au ministere de l'Economie entre 2014 et 2021,PG-001786,jean-luc-moudenc,Jean Luc Moudenc,LR,Les Républicains,Droite,,,Enquête préliminaire,ENQUETE_PRELIMINAIRE,Emploi fictif,EMPLOI_FICTIF,Significatif,SIGNIFICATIF,Mis en cause,DIRECT,non,2014-01-01,2025-01-17,,,,,,,non,,,,,"L'association Anticor a depose le 17 janvier 2025 une plainte avec constitution de partie civile aupres du doyen des juges d'instruction du tribunal judiciaire de Paris. La plainte vise des faits de detournement de fonds, complicite et recel de detournement de fonds. Selon Anticor, Jean-Luc Moudenc a occupe un poste de haut fonctionnaire au ministere de l'Economie entre 2014 et 2021, tout en exercant ses fonctions de maire de Toulouse et de president de Toulouse Metropole, et aurait percu 514 260 euros pour un travail qualifie d'""inexistant"". Deux signalements anterieurs sur les memes faits (a la HATVP et au parquet de Toulouse) avaient ete classes sans suite, Moudenc ayant demontre avoir accompli les formalites requises. Jean-Luc Moudenc qualifie ces accusations d'""attaque politique"" recurrente.",3,https://france3-regions.franceinfo.fr/occitanie/haute-garonne/toulouse/le-maire-de-toulouse-vise-par-une-plainte-contre-x-pour-soupcons-d-emploi-fictif-par-une-association-de-lutte-contre-la-corruption-3096283.html,Le maire de Toulouse vise par une plainte contre X pour soupcons d'emploi fictif,https://poligraph.fr/affaires/soupcons-emploi-fictif-ministere-economie-2014-2021,2026-03-11T18:11:57.687Z,2026-03-11T18:11:57.687Z
AF-000281,soupcons-detournement-fonds-publics-campagne-municipale-2020,Soupcons de détournement de fonds publics lors de la campagne municipale 2020,PG-001786,jean-luc-moudenc,Jean Luc Moudenc,LR,Les Républicains,Droite,,,Enquête préliminaire,ENQUETE_PRELIMINAIRE,Détournement de fonds publics,DETOURNEMENT_FONDS_PUBLICS,Significatif,SIGNIFICATIF,Mis en cause,DIRECT,non,2019-09-01,2025-06-06,,,,,,,non,,,,,"Une enquete preliminaire a ete ouverte par le parquet d'Auch en octobre 2025, a la suite d'une plainte de l'association Anticor deposee le 6 juin 2025. L'association accuse le maire de Toulouse d'avoir mobilise des fonctionnaires municipaux, dont son directeur de cabinet et son adjoint, pour travailler sur sa campagne de reelection 2020 pendant leurs heures de service. Les agents auraient utilise des pseudonymes et des adresses email non identifiables pour rediger des discours, preparer des elements de langage et elaborer des notes de campagne sur les ordinateurs de la mairie. Les directeurs de Tisseo (transports publics) et de l'agence d'urbanisme de Toulouse auraient egalement fourni du contenu exploite a des fins electorales. Cinq adjoints au maire sont nommes comme soupconnes de complicite. Une premiere enquete sur les memes faits avait ete classee sans suite en 2023. Jean-Luc Moudenc qualifie ces accusations d'""attaque politique"".",3,https://www.franceinfo.fr/societe/justice/la-plainte-d-anticor-pour-detournement-de-fonds-publics-contre-le-maire-de-toulouse-jean-luc-moudenc-sera-examinee-par-le-parquet-d-auch_7525606.html,La plainte d'Anticor pour detournement de fonds publics contre le maire de Toulouse sera examinee par le parquet d'Auch,https://poligraph.fr/affaires/soupcons-detournement-fonds-publics-campagne-municipale-2020,2026-03-11T18:11:57.496Z,2026-03-11T18:11:57.496Z
AF-000280,sebastien-delogu-campagne-de-desinformation-et-diffamation-en-ligne-municipales-2026,Campagne de désinformation et diffamation en ligne - Municipales 2026,PG-000249,sebastien-delogu,Sébastien Delogu,LFI,La France insoumise,Gauche,LFI,La France insoumise,Enquête préliminaire,ENQUETE_PRELIMINAIRE,Diffamation,DIFFAMATION,Significatif,SIGNIFICATIF,Victime,VICTIM,non,,,,,,,,,non,,,Parquet de Marseille,,"Sébastien Delogu, député LFI et candidat aux municipales de Marseille, est victime d'une campagne de désinformation coordonnée. Un blog et des pages sur Facebook et X publient des accusations infondées de violences à son encontre. Des tracts avec QR codes ont été placardés dans la ville. Le parquet de Marseille a ouvert une enquête pour diffamation.",1,https://www.ladepeche.fr/2026/03/10/municipales-2026-faux-comptes-sites-anonymes-les-insoumis-francois-piquemal-et-sebastien-delogu-vise-par-une-operation-de-desinformation-13264425.php,"Municipales 2026 : faux comptes, sites anonymes… Les Insoumis François Piquemal et Sébastien Delogu visés par une opération de désinformation",https://poligraph.fr/affaires/sebastien-delogu-campagne-de-desinformation-et-diffamation-en-ligne-municipales-2026,2026-03-11T05:09:01.744Z,2026-03-11T22:26:23.768Z
AF-000279,francois-piquemal-campagne-de-desinformation-et-diffamation-en-ligne-municipales-2026,Campagne de désinformation et diffamation en ligne - Municipales 2026,PG-000268,francois-piquemal,François Piquemal,LFI,La France insoumise,Gauche,LFI,La France insoumise,Enquête préliminaire,ENQUETE_PRELIMINAIRE,Diffamation,DIFFAMATION,Significatif,SIGNIFICATIF,Victime,VICTIM,non,,,,,,,,,non,,,,,"François Piquemal, député LFI et candidat aux municipales de Toulouse, est victime d'une campagne de désinformation orchestrée via un réseau de faux comptes et sites anonymes. Une page Facebook l'accuse notamment de faits pédocriminels sans fondement. Piquemal a déposé plainte et l'Anssi l'a alerté il y a un mois sur cette opération.",1,https://www.ladepeche.fr/2026/03/10/municipales-2026-faux-comptes-sites-anonymes-les-insoumis-francois-piquemal-et-sebastien-delogu-vise-par-une-operation-de-desinformation-13264425.php,"Municipales 2026 : faux comptes, sites anonymes… Les Insoumis François Piquemal et Sébastien Delogu visés par une opération de désinformation",https://poligraph.fr/affaires/francois-piquemal-campagne-de-desinformation-et-diffamation-en-ligne-municipales-2026,2026-03-11T05:09:01.007Z,2026-03-11T22:26:23.736Z
AF-000278,francois-piquemal-menaces-de-mort-contre-francois-piquemal,Menaces de mort contre François Piquemal,PG-000268,francois-piquemal,François Piquemal,LFI,La France insoumise,Gauche,LFI,La France insoumise,Enquête préliminaire,ENQUETE_PRELIMINAIRE,Menace,MENACE,Grave,GRAVE,Victime,VICTIM,non,2026-03-04,,,,,,,,non,,,,,"Le candidat insoumis aux municipales 2026 à Toulouse a reçu des fleurs avec un message de condoléances lui souhaitant une mort violente, accompagné de références d'extrême droite. Ces menaces interviennent deux semaines après une attaque numérique ayant révélé ses données personnelles.",2,https://www.franceinfo.fr/elections/francois-piquemal-le-candidat-lfi-a-la-mairie-de-toulouse-va-deposer-plainte-pour-des-menaces-de-mort_7847147.html#xtor=RSS-3-%5Bgeneral%5D,"A Toulouse, François Piquemal, le candidat LFI aux municipales, va déposer plainte pour des menaces de mort",https://poligraph.fr/affaires/francois-piquemal-menaces-de-mort-contre-francois-piquemal,2026-03-06T05:33:00.663Z,2026-03-11T22:26:23.857Z
AF-000277,stephane-le-rudulier-accusations-de-violences-volontaires-contre-stephane-le-rudulier,Accusations de violences volontaires contre Stéphane Le Rudulier,PG-000913,stephane-le-rudulier,Stéphane Le Rudulier,LR,Les Républicains,Droite,LR,Les Républicains,Enquête préliminaire,ENQUETE_PRELIMINAIRE,Violence,VIOLENCE,Significatif,SIGNIFICATIF,Mentionné,MENTIONED_ONLY,non,,,,,,,,,non,,,,,"Le sénateur LR Stéphane Le Rudulier est accusé par l'ancienne maire de Rognac de violences volontaires. Une plainte a été déposée par Sylvie Miceli-Houdais, qui relatait les coups qu'elle aurait subis. Certains fonctionnaires confirmeraient ce récit, tandis que l'élu dément les accusations.",1,https://www.lemonde.fr/societe/article/2026/03/06/le-senateur-lr-stephane-le-rudulier-accuse-de-violences-volontaires-par-l-ex-maire-de-rognac_6669706_3224.html,Le sénateur LR Stéphane Le Rudulier accusé de violences volontaires par l’ex-maire de Rognac,https://poligraph.fr/affaires/stephane-le-rudulier-accusations-de-violences-volontaires-contre-stephane-le-rudulier,2026-03-06T05:07:50.846Z,2026-03-11T22:26:23.925Z
AF-000275,marine-tondelier-plainte-de-marine-tondelier-contre-steeve-briois-pour-injures-publiques,Plainte de Marine Tondelier contre Steeve Briois pour injures publiques,PG-001741,marine-tondelier,Marine Tondelier,EELV,Les Écologistes – Europe Écologie Les Verts,Gauche,EELV,Les Écologistes – Europe Écologie Les Verts,Enquête préliminaire,ENQUETE_PRELIMINAIRE,Injure,INJURE,Significatif,SIGNIFICATIF,Plaignant,PLAINTIFF,non,,,,,,,,,non,,,,,"Marine Tondelier a porté plainte contre Steeve Briois, maire RN d'Hénin-Beaumont, pour injures publiques. Il s'agit d'une action en justice initiée par Tondelier à titre de plaignante.",1,https://www.liberation.fr/politique/marine-tondelier-porte-plainte-contre-steeve-briois-maire-rn-dhenin-beaumont-pour-injures-publiques-20260304_USL2MRTUIBFHXFPMJP6OFU35R4/,"Marine Tondelier porte plainte contre Steeve Briois, maire RN d’Hénin Beaumont, pour injures publiques",https://poligraph.fr/affaires/marine-tondelier-plainte-de-marine-tondelier-contre-steeve-briois-pour-injures-publiques,2026-03-05T05:39:49.708Z,2026-03-11T22:26:23.895Z
AF-000274,jocelyn-dessigny-partage-de-contenus-supremacistes-et-antisemites-par-le-depute-dessigny,Partage de contenus suprémacistes et antisémites par le député Dessigny,PG-000222,jocelyn-dessigny,Jocelyn Dessigny,RN,Rassemblement National,Extrême droite,RN,Rassemblement National,Enquête préliminaire,ENQUETE_PRELIMINAIRE,Incitation à la haine,INCITATION_HAINE,Critique,CRITIQUE,Mis en cause,DIRECT,oui,,,,,,,,,non,,,,,"Jocelyn Dessigny, député Rassemblement National de la 5ème circonscription, est visé par une enquête préliminaire pour partage de contenus à caractère suprémaciste et antisémite. Les faits reprochés concernent des publications partagées sur un compte Facebook contenant des propos suprémacistes, antisémites et nostalgiques du régime de Vichy. Les contenus proviendraient notamment de l'association animée par Alain Soral et du Parti de la France. Cette situation n'est pas isolée : l'élu a déjà été signalé en 2024 pour des faits similaires, constituant une récidive dans ce type de comportement. L'enquête préliminaire a été ouverte pour incitation à la haine basée sur l'origine, la religion ou l'ethnie. Cette affaire intervient dans un contexte où plusieurs élus de son parti ont fait l'objet de poursuites ou de signalements pour des contenus ou propos problématiques. Elle s'ajoute à un précédent dossier impliquant Jocelyn Dessigny, l'affaire des emplois familiaux croisés Dessigny-Ménaché, qui relevait d'une autre nature d'infraction. Sous le régime de la présomption d'innocence, l'enquête est en cours pour déterminer les responsabilités exactes dans la diffusion de ces contenus.",1,https://www.liberation.fr/politique/partage-de-propos-supremacistes-antisemites-et-de-nostalgiques-de-petain-le-depute-rn-jocelyn-dessigny-une-brebis-galeuse-en-recidive-20260301_M4IFQTYNNVH7TKWOD5U3ZUJ2CQ/,"Partage de propos suprémacistes, antisémites et nostalgiques de Pétain : le député RN Jocelyn Dessigny, une «brebis galeuse» en récidive",https://poligraph.fr/affaires/jocelyn-dessigny-partage-de-contenus-supremacistes-et-antisemites-par-le-depute-dessigny,2026-03-01T19:09:31.387Z,2026-03-11T22:26:23.664Z
